Controles S.A. Por compra de ANTEL|Controles SA|5||||||||
Controles SA|Controles SA|5||||||||
Convenio CALPROSE-CYMPAY|Calprose|5|CYMPAY|5||||||
convenio del IIE (Facultad de Ingeniería, UDELAR) con UTE|Facultad de Ingeniería-UDELAR|1|Administración Nacional de Usinas y Transmisiones Eléctricas|4||||||
Convenio I.M. de San José - MVOTMA|Intendencia de San José|3|Ministerio de Vivienda, Ordenamiento Territorial y Medio Ambiente|3||||||
Convenio IMMa - UDELAR|Intendencia de Montevideo|3|Universidad de la República|1||||||
Convenio LATU - CIU|Laboratorio Tecnológico del Uruguay|1|Cámara de Industrias del Uruguay|51||||||
Convenio MIDES-Asociación Profundación para las Ciencias Sociales|Ministerio de Desarrollo Social|3|Asociación Profundación para las Ciencias Sociales|1||||||
Convenio MIDES-CLAEH|Ministerio de Desarrollo Social|3|CLAEH|1||||||
Convenio UdelaR- CSIC (España)|Universidad de la República|1|Consejo Superior de Investigaciones Científicas  CSIC  España|10||||||
Convocatoria Nº 72 PDT|Consejo Nacional de Innovación, Ciencia y Tecnología|3||||||||
CONYCIT|Consejo Nacional de Innovación, Ciencia y Tecnología|3||||||||
CONYCIT e Instituto Venezolano de Investigaciones Científicas (Centro Tecnológico)|Consejo Nacional de Innovación, Ciencia y Tecnología|3||||||||
CONYCYT|Consejo Nacional de Innovación, Ciencia y Tecnología|3|Instituto Venezolano de Investigaciones Científicas|10||||||
Cookingirona|Cookingirona|8||||||||
cooperación francesa|Cooperación francesa|10||||||||
Cooperación Internacional del Desarrollo Sostenible - NCDO (Holanda) y Proyecto Rayuela, Plan Ceibal (Uruguay)|Cooperación Internacional del Desarrollo Sostenible|10|NCDO|12|Fondo Rayuela|12|Plan CEIBAL|3||
Cooperativa de Lechería de Melo|Cooperativa de Lechería de Melo|51||||||||
Cooperativa La Nueva|Cooperativa La Nueva|5||||||||
Corantioquia -  Universidad de Antioquia|Corantioquia|3|Universidad de Antioquia|2||||||
Corantioquia - Universidad de Antioquia|Corantioquia|3|Universidad de Antioquia|2||||||
CORFO-16COTE-66294|Corporación de Fomento de la Producción |10||||||||
Corporación Andina para el Desarrollo y Unidad de Montevideo Rural|Corporación Andina de Fomento|10|Intendencia de Montevideo|3||||||
Corporación Andina para el Desarrollo y Unidad de Montevideo Rural.|Corporación Andina de Fomento|10|Intendencia de Montevideo|3||||||
Corporación Nacional para el Desarrollo|Corporación Nacional para el Desarrollo|3||||||||
COSA - Cooperación sociedad y arte|Cooperación sociedad y arte (COSA)|12||||||||
CRESPIAL-UNESCO|Organización de las Naciones Unidas para la Educación, la Ciencia y la Cultura |10||||||||
Cromocolor  S.A|Cromocolor  SA|5||||||||
CSE-CSIC-UDELAR|Comisión Sectorial de Enseñanza-UDELAR|1|Comisión Sectorial de Investigación Científica|1||||||
CSEAM|Comisión Sectorial de Extensión y Actividades en el Medio-UDELAR|1||||||||
CSEAM -Udelar|Comisión Sectorial de Extensión y Actividades en el Medio-UDELAR|1||||||||
CSEAM UdelaR|Comisión Sectorial de Extensión y Actividades en el Medio-UDELAR|1||||||||
CSEAM- FHUCE|Comisión Sectorial de Extensión y Actividades en el Medio-UDELAR|1|Facultad de Humanidades y Ciencias de la Educación-UDELAR|1||||||
CSIC|Comisión Sectorial de Investigación Científica|1||||||||
CSIC  numero 626|Comisión Sectorial de Investigación Científica|1||||||||
CSIC (proyecto I+D), PDT (proyecto de Investigaciï¿½n Fundamental), ANII (Fondo Clemente Estable)|Comisión Sectorial de Investigación Científica|1|Agencia Nacional de Investigación e Innovación|3||||||
CSIC - CSEAM, Unviersidad de la República|Comisión Sectorial de Investigación Científica|1|Comisión Sectorial de Extensión y Actividades en el Medio-UDELAR|1||||||
CSIC - España|Comisión Sectorial de Investigación Científica|1||||||||
CSIC - Facultad de Psicología|Comisión Sectorial de Investigación Científica|1|Facultad de Psicología-UDELAR|1||||||
CSIC - M1|Comisión Sectorial de Investigación Científica|1||||||||
CSIC - PROYECTO INVESTIGACION|Comisión Sectorial de Investigación Científica|1||||||||
CSIC - Sector Productivo|Comisión Sectorial de Investigación Científica|1||||||||
CSIC - Sector Productivo (con apoyo de 7 Empresas Forestales)|Comisión Sectorial de Investigación Científica|1||||||||
CSIC - Sector Productivo (con el apoyo de 7 Empresas Forestales)|Comisión Sectorial de Investigación Científica|1||||||||
CSIC - UdelaR|Comisión Sectorial de Investigación Científica|1||||||||
CSIC - Universidad de la República|Comisión Sectorial de Investigación Científica|1||||||||
CSIC - Vinculación con Sector Productivo|Comisión Sectorial de Investigación Científica|1||||||||
CSIC a partir de la financiación del Centro Interdisciplinario Infancia y Pobreza.|Comisión Sectorial de Investigación Científica|1||||||||
CSIC financió el Proyecto en su conjunto.|Comisión Sectorial de Investigación Científica|1||||||||
CSIC financió la formulación del proyecto, la implementación no se concretó por esta vía|Comisión Sectorial de Investigación Científica|1||||||||
CSIC GES DINAMA PNUD MOTMA Registrado en la Biblioteca Nacional, registro nº 230.|Comisión Sectorial de Investigación Científica|1|Programa de las Naciones Unidas para el Desarrollo |10|Ministerio de Vivienda, Ordenamiento Territorial y Medio Ambiente|3||||
CSIC I+D|Comisión Sectorial de Investigación Científica|1||||||||
CSIC Iniciación|Comisión Sectorial de Investigación Científica|1||||||||
CSIC M1- Productores|Comisión Sectorial de Investigación Científica|1||||||||
CSIC Programa Vinculación Universidad - Sociedad - Producción 2009|Comisión Sectorial de Investigación Científica|1||||||||
CSIC Sector Productivo, Usinas y Transmisiones Eléctricas, empresa Dieste y Montañez|Comisión Sectorial de Investigación Científica|1|Administración Nacional de Usinas y Transmisiones Eléctricas|4|Dieste y Montañez|5||||
CSIC UdelaR|Comisión Sectorial de Investigación Científica|1||||||||
CSIC Universidad de la Republica|Comisión Sectorial de Investigación Científica|1||||||||
CSIC y cooperación francesa|Comisión Sectorial de Investigación Científica|1|Cooperación francesa|10||||||
CSIC y gobierno francés|Comisión Sectorial de Investigación Científica|1|Cooperación francesa|10||||||
Csic,|Comisión Sectorial de Investigación Científica|1||||||||
CSIC, Administración Nacional de Puertos|Comisión Sectorial de Investigación Científica|1|Administración Nacional de Puertos |3||||||
CSIC, Art. 2|Comisión Sectorial de Investigación Científica|1||||||||
CSIC, AUGM|Comisión Sectorial de Investigación Científica|1|Asociación de Universidades Grupo Montevideo|2||||||
CSIC, CSEAM, TUILSU|Comisión Sectorial de Investigación Científica|1|Comisión Sectorial de Extensión y Actividades en el Medio-UDELAR|1|Facultad de Humanidades y Ciencias de la Educación-UDELAR|1||||
CSIC, FPTA-INIA, PREDEG(MGAyP)|Comisión Sectorial de Investigación Científica|1|Instituto Nacional de Investigación Agropecuaria |1|Ministerio de Ganadería Agricultura y Pesca |3||||
CSIC, INIA-FPTA-MGAP|Comisión Sectorial de Investigación Científica|1|Instituto Nacional de Investigación Agropecuaria |1|Ministerio de Ganadería Agricultura y Pesca |3||||
CSIC, INIA_FPTA, MGAP|Comisión Sectorial de Investigación Científica|1|Instituto Nacional de Investigación Agropecuaria |1|Ministerio de Ganadería Agricultura y Pesca |3||||
CSIC, UdelaR|Comisión Sectorial de Investigación Científica|1||||||||
CSIC- INAVI-Productores|Comisión Sectorial de Investigación Científica|1|Instituto Nacional de Vitivinicultura |3||||||
CSIC- Productores|Comisión Sectorial de Investigación Científica|1|Instituto Nacional de Vitivinicultura |3||||||
CSIC- Sector Productivo UDELAR|Comisión Sectorial de Investigación Científica|1||||||||
CSIC-ANII|Comisión Sectorial de Investigación Científica|1||||||||
CSIC-España y UdelaR|Comisión Sectorial de Investigación Científica|1|Consejo Superior de Investigaciones Científicas  CSIC  España|10||||||
CSIC-PEDECIBA|Comisión Sectorial de Investigación Científica|1|Programa de Desarrollo de las Ciencias Básicas  (PEDECIBA)|1||||||
Csic-Programa Art.2|Comisión Sectorial de Investigación Científica|1||||||||
CSIC-Sector Productivo con apoyo de 7 empresas forestales|Comisión Sectorial de Investigación Científica|1||||||||
CSIC-SP, Weyerhaeuser, Forestal Oriental, Montes del Plata, Cambium|Comisión Sectorial de Investigación Científica|1|Weyerhaeuser|8|Forestal Oriental SA|5|Montes del Plata SA|5|Cambium|8
CSIC-UDELAR|Comisión Sectorial de Investigación Científica|1||||||||
CSIC-UdelaR / CSIC-España|Comisión Sectorial de Investigación Científica|1|Consejo Superior de Investigaciones Científicas  CSIC  España|10||||||
CSIC-UdelaR / Fondo Clemente Estable|Comisión Sectorial de Investigación Científica|1|Agencia Nacional de Investigación e Innovación|3||||||
CSIC-UDELAR y ANII|Comisión Sectorial de Investigación Científica|1|Agencia Nacional de Investigación e Innovación|3||||||
CSIC.|Comisión Sectorial de Investigación Científica|1||||||||
CUTCSA|CUTCSA|5||||||||
CYTED|CYTED|10||||||||
Danfoss S.A. Uruguay|Danfoss SA Uruguay|8||||||||
Danone|Danone|8||||||||
Danone Research|Danone|8||||||||
dd||||||||||
de la publicación (Mvotma - Udelar)|Ministerio de Vivienda Ordenamiento Territorial y Medio Ambiente|3|Universidad de la República|1||||||
De la publicación del libro  F. Arq.|Facultad de Arquitectura-UDELAR|1||||||||
De Sangosse (Francia), a través de Lanafil SA (Uruguay)|De Sangosse|8|Lanafil SA|5||||||
Departamento de Ciencias de la Computación e Inteligencia Artificial de la Universidad de Sevilla. Escuela Técnica Superior de Ingeniería Informática (ETSII)|Universidad de Sevilla|2||||||||
Departamento de Potencia del IIE|Facultad de Ingeniería-UDELAR|1||||||||
Desarrollado por CEDETi UC con el apoyo de instituciones como el Banco Interamericano de Desarrollo y la Universidad de Gallaudet.|Banco Interamericano de Desarrollo|10|Universidad de Gallaudet|2||||||
Desarrollo Tecnológico, Innovación y Transferencia de Tecnología entre Empresa-Universidad concedido por la Consejería de Infraestructuras y Desarrollo Tecnológico (JUEX)|Consejería de Infraestructuras y Desarrollo Tecnológico|10||||||||
Deutsche Telekom AG|Deutsche Telekom AG|8||||||||
DGDR - MGAP|Dirección General de Desarrollo Rural (DGDR)|3|Ministerio de Ganadería, Agricultura y Pesca|3||||||
DGI|Dirección General Impositiva|3||||||||
Diabetes Mine|Diabetes Mine|8||||||||
Dicyt - CNPq|Dirección de Innovación, Ciencia y Tecnología para el Desarrollo |3|Conselho Nacional de Desenvolvimento Científico e Tecnológico|10||||||
Diferentes componentes adquiridos con fondos de diferente origen (ANII, CSIC, PEDECIBA, UDELAR).|Agencia Nacional de Investigación e Innovación|3|Comisión Sectorial de Investigación Científica-UDELAR|1|Programa de Desarrollo de las Ciencias Básicas-UDELAR|1||||
DIGNA Biotech|DIGNA Biotech|8||||||||
Dinacyt|Dirección Nacional de Ciencia, Tecnología e Innovación |3||||||||
DiNaCyT-MEC|Dirección Nacional de Ciencia, Tecnología e Innovación |3||||||||
DINAMA|Dirección Nacional de Medio Ambiente (DINAMA-MVOTMA)|3||||||||
DINAMA - ANII|Dirección Nacional de Medio Ambiente (DINAMA-MVOTMA)|3|Agencia Nacional de Investigación e Innovación|3||||||
DINAMA-UNDP, Proyecto URU/03/G31|Dirección Nacional de Medio Ambiente (DINAMA-MVOTMA)|3|Programa de las Naciones Unidas para el Desarrollo |10||||||
DINAMA/MVOTMA - PNUD/GEF|Dirección Nacional de Medio Ambiente (DINAMA-MVOTMA)|3|Programa de las Naciones Unidas para el Desarrollo |10||||||
DINAMA/MVOTMA-Facultad de Ingeniería (UdelaR)|Dirección Nacional de Medio Ambiente (DINAMA-MVOTMA)|3|Facultad de Ingeniería-UDELAR|1||||||
DINAMA/UNDP, Proyecto URU/03/G31 y CSIC I+D|Dirección Nacional de Medio Ambiente (DINAMA-MVOTMA)|3|Programa de las Naciones Unidas para el Desarrollo |10|Comisión Sectorial de Investigación Científica-UDELAR|1||||
DINAPYME División Artesanías|Dirección Nacional de Artesanías, Pequeñas y Medianas Empresas (MIEM) |3||||||||
DINATEL|Ministerio de Industria Energía y Minería|3||||||||
DINAVI MVOTMA|Dirección Nacional de Vivienda (MVOTMA)|3||||||||
DINAVI MVOTMA, UTU|Dirección Nacional de Vivienda (MVOTMA)|3|Universidad del Trabajo del Uruguay (UTU)|1||||||
Dirección de Cultura - Ministerio de Educación y Cultura|Ministerio de Educación y Cultura|3||||||||
Dirección General de Vialidad|Ministerio de Transporte y Obras Publicas|3||||||||
Dirección General Impositiva (DGI)|Dirección General Impositiva|3||||||||
Dirección Nacional de Danza -SODRE|Dirección Nacional de Danza (SODRE)|3||||||||
Direccion Nacional de Mineria y Geologia|Dirección Nacional de Minería y Geología (MIEM)|3||||||||
Direccion Nacional de Mineria y Geologia y Direccion Nacional de Tecnologia Nuclear|Dirección Nacional de Minería y Geología (MIEM)|3|Dirección Nacional de Tecnología Nuclear |3||||||
Direccion Nacional de Mineria y Geologia,Fac.Agronomia y Fac.Ciencias|Dirección Nacional de Minería y Geología (MIEM)|3|Facultad de Agronomía-UDELAR|1|Facultad de Ciencias-UDELAR|1||||
Direcion Nacional de Mineria y Geologia|Dirección Nacional de Minería y Geología (MIEM)|3||||||||
donacion||||||||||
Dow Agrochemical Sciences|Dow Agrochemical Sciences|8||||||||
Dreghal S.A.|Dreghal SA|5||||||||
DRET-Francia|DRET (Francia)|8||||||||
Duke University|Duke University|2||||||||
Dúo Patchtax|Dúo Patchtax|12||||||||
Dupont S.A. - MEET|Dupont SA|8||||||||
Eckardt|Eckardt|8||||||||
ECOPLATA, IDRC, PNUD, MTOVMA|ECOPLATA|5|IDRC|10|Programa de las Naciones Unidas para el Desarrollo |10|Ministerio de Vivienda, Ordenamiento Territorial y Medio Ambiente|3||
ECPAT|ECPAT|9||||||||
EEMAC, Facultad de Agronomía.|Facultad de Agronomía-UDELAR|1||||||||
El propietario||||||||||
Electricité de France|Electricité de France|8||||||||
Electroquímica S.A.|Electroquímica SA|5||||||||
EMARLAN SA|EMARLAN SA|5||||||||
Embajada Britï¿½nica en Montevideo|Embajada Británica en Uruguay|10||||||||
Embajada de Alemania|Embajada de Alemania|10||||||||
Embajada de Brasil en Montevideo|Embajada de Brasil en Montevideo|10||||||||
Embajada de los Estados Unidos de América en el Uruguay|Embajada de los Estados Unidos de América en el Uruguay|10||||||||
Empesa Ecodiesel|Ecodiesel|8||||||||
Empresa ADIAMAR- PDT|ADIAMAR|5||||||||
Empresa Agua para el Campo|Agua para el Campo|5||||||||
Empresa Apoteknos (España)|Apoteknos|8||||||||
Empresa Atlancolor|Atlancolor SA|8||||||||
Empresa Biogran|Biogran SL|8||||||||
Empresa Biogran- Ombúes de Lavalle-Colonia|Biogran SL|8||||||||
Empresa Biotrade|Biotrade|5||||||||
Empresa Casarone en el progarama de Consultoriía Tecnológica de PDT|Casarone Agroindustrial S.A.|5||||||||
Empresa Constructora|Empresa Constructora|5||||||||
Empresa COUSA|COUSA SA|5||||||||
Empresa Ileral|Empresa Ileral|12||||||||
Empresa Luz de Mar S.A.|Luz de Mar SA|5||||||||
Empresa Medicaa|Medicaa SA|5||||||||
empresa privada||||||||||
Empresa QGP- San pablo-Brasil|QGP (Brasil)|8||||||||
Empresa Sachedi|Sachedi Ltda|5||||||||
Empresa SAMAN|SAMAN|5||||||||
empresa solicitante||||||||||
empresa solicitante, Laboratorio Nacional|Laboratorio Nacional|5||||||||
EPSRC - Imperial College London|Engineering and Physical Sciences Research Council|2|Imperial College London|2||||||
Escuela de Bibliotecología|Escuela Universitaria de Bibliotecología y Ciencias Afines-UDELAR|1||||||||
Escuela Universitaria de Bibliotecología|Escuela Universitaria de Bibliotecología y Ciencias Afines-UDELAR|1||||||||
Escuela Universitaria de Bibliotecología y Ciencias Afines.|Escuela Universitaria de Bibliotecología y Ciencias Afines-UDELAR|1||||||||
Escuela Universitaria de Míusica|Escuela Universitaria de Música-UDELAR|1||||||||
Escuela Universitaria de Música|Escuela Universitaria de Música-UDELAR|1||||||||
Escula Provincial de Cine y Tv (Rosario, Argentina)|Escuela Provincial de Cine y TV|2||||||||
Espacio de Arte Contemporáneo|Espacio de Arte Contemporáneo|3||||||||
Espacio Interdisciplinario|Espacio Interdisciplinario-UDELAR|1||||||||
Espacio Interdisciplinario de la Universidad de la República|Espacio Interdisciplinario-UDELAR|1||||||||
EU y empresa privada|Unión Europea|10||||||||
EUFORES|EUFORES SA|5||||||||
EVAMEL S.A.|EVAMEL S.A.|8||||||||
EviMed Ltd.|EviMed Ltd|5||||||||
Evolution Robotics|Evolution Robotics|8||||||||
Extensión Universitaria-FHCE|Facultad de Humanidades y Ciencias de la Educación-UDELAR|1||||||||
F VET . MEAAP|Facultad de Veterinaria-UDELAR|1|Proyecto MEAAP|12||||||
Fac. de Ciencias|Facultad de Ciencias-UDELAR|1||||||||
Fac. de Ciencias  CIN|Facultad de Ciencias-UDELAR|1||||||||
Fac. de Ciencias  CIN , CYTED|Facultad de Ciencias-UDELAR|1|CYTED|10||||||
Facultad de Agronomia|Facultad de Agronomía-UDELAR|1||||||||
Facultad de Agronomía (UDELAR)|Facultad de Agronomía-UDELAR|1||||||||
Facultad de Agronomía, Universidad de la República - Foro de Facultades de Agronomía del Mercosur, Bolivia y Chile|Facultad de Agronomía-UDELAR|1|Foro de Facultades de Agronomía del Mercosur, Bolivia y Chile|2||||||
Facultad de Agronomía-Polo Agroalimentario Agroindustrial Paysandú - UTU (Tecnólogo en Informática)|Facultad de Agronomía-UDELAR|1|Universidad del Trabajo del Uruguay (UTU)|1||||||
Facultad de Arquitectura|Facultad de Arquitectura-UDELAR|1||||||||
Facultad de Arquitectura - UdelaR|Facultad de Arquitectura-UDELAR|1||||||||
"Facultad de Arquitectura | SAU filial Colonia"|Facultad de Arquitectura-UDELAR|1|Sociedad De Arquitectos Del Uruguay|9||||||
Facultad de Arquitectura, UDELAR|Facultad de Arquitectura-UDELAR|1||||||||
Facultad de Arquitectura, UDELAR.|Facultad de Arquitectura-UDELAR|1||||||||
Facultad de Arquitectura. Universidad de la República|Facultad de Arquitectura-UDELAR|1||||||||
Facultad de Arquitectura/ UDELAR|Facultad de Arquitectura-UDELAR|1||||||||
Facultad de Artes, Uaeméx|Facultad de Artes-UDELAR|1||||||||
Facultad de Ciencias - Pedeciba - Fondos Personales|Facultad de Ciencias-UDELAR|1|Programa de Desarrollo de las Ciencias Básicas|1||||||
Facultad de Ciencias - UdelaR|Facultad de Ciencias-UDELAR|1||||||||
Facultad de Ciencias SOciales (horas docentes)|Facultad de Ciencias Sociales-UDELAR|1||||||||
Facultad de Ciencias Sociales - Unidad de Extensión y Actividades en el Medio|Facultad de Ciencias Sociales-UDELAR|1||||||||
Facultad de Ciencias-Facultad de Agronomía-Prodhin-INIA|Facultad de Ciencias-UDELAR|1|Facultad de Agronomía|1|Prodhin|5|Instituto Nacional de Investigación Agropecuaria|1||
Facultad de Humanidades y Ciencias de la Educación|Facultad de Humanidades y Ciencias de la Educación-UDELAR|1||||||||
Facultad de Humanidades y Ciencias de la Educación/TUILSU, Cseam y Csic, UdelaR|Facultad de Humanidades y Ciencias de la Educación-UDELAR|1|Comisión Sectorial de Extensión y Actividades en el Medio-UDELAR|1|Comisión Sectorial de Investigación Científica-UDELAR|1||||
Facultad de Información y Comuniación|Facultad de Información y Comunicación-UDELAR|1||||||||
Facultad de Información y Comunicación - Udelar|Facultad de Información y Comunicación-UDELAR|1||||||||
Facultad de Información y Comunicación.  Instituto de Información.  Departamento Información y Sociedad.|Facultad de Información y Comunicación-UDELAR|1||||||||
Facultad de Ingeniería|Facultad de Ingeniería-UDELAR|1||||||||
Facultad de Ingeniería - Facultad de Química|Facultad de Ingeniería-UDELAR|1|Facultad de Química-UDELAR|1||||||
Facultad de Ingeniería - Universidad de la República|Facultad de Ingeniería-UDELAR|1||||||||
Facultad de Ingeniería, UDELAR|Facultad de Ingeniería-UDELAR|1||||||||
Facultad de Ingeniería, UDELLAR|Facultad de Ingeniería-UDELAR|1||||||||
Facultad de Ingeniería-UDELAR|Facultad de Ingeniería-UDELAR|1||||||||
Facultad de Ingeniería-Udelar -fondos de proyectos ANII y CSIC|Facultad de Ingeniería-UDELAR|1|Agencia Nacional de Investigación e Innovación|3|Comisión Sectorial de Investigación Científica-UDELAR|1||||
Facultad de Ingeniería. UDELAR|Facultad de Ingeniería-UDELAR|1||||||||
Facultad de Mediciana - MSP|Facultad de Medicina-UDELAR|1|Ministerio de Salud Pública|3||||||
Facultad de Medicina, UDELAR|Facultad de Medicina-UDELAR|1||||||||
Facultad de Odontología de Montevideo (UdelaR)|Facultad de Odontología-UDELAR|1||||||||
Facultad de Odontología y fondos concursados pendientes en ANII y CSIC.|Facultad de Odontología-UDELAR|1|Agencia Nacional de Investigación e Innovación|3|Comisión Sectorial de Investigación Científica-UDELAR|1||||
Facultad de Psicologia|Facultad de Psicología-UDELAR|1||||||||
Facultad de Psicología - UDELAR|Facultad de Psicología-UDELAR|1||||||||
Facultad de psicología, Área de Psicología Genética y psicolingüística|Facultad de Psicología-UDELAR|1||||||||
Facultad de Psicología, Cátedra Libre de Arte y Psicología.|Facultad de Psicología-UDELAR|1||||||||
Facultad de Psicologia, UAI|Facultad de Psicología-UDELAR|1||||||||
Facultad de Química|Facultad de Química-UDELAR|1||||||||
Facultad de Química (Udelar) - Pedeciba - CSIC|Facultad de Química-UDELAR|1|Programa de Desarrollo de las Ciencias Básicas-UDELAR|1||||||
Facultad de Química, Universidad de la República|Facultad de Química-UDELAR|1||||||||
Facultad de Química, Universidad de la República,|Facultad de Química-UDELAR|1||||||||
Facultad de Veterinaria|Facultad de Veterinaria-UDELAR|1||||||||
Facultad de Veterinaria. UDELAR. CSIC|Facultad de Veterinaria-UDELAR|1||||||||
Faculty of Medicine, McGill University, Montreal, Quebec, Canada.|Faculty of Medicine, McGill University|2||||||||
FADU UdelaR|Facultad de Arquitectura-UDELAR|1||||||||
FAICE (Fundación de Apoyo al Instituto Clemente Estable)|Fundación de Apoyo al Instituto Clemente Estable|1||||||||
Fairchild Semiconductor|Fairchild Semiconductor|8||||||||
Família Hoffnung|Família Hoffnung|12||||||||
FANAPRHU S.A.|FANAPRHU SA|5||||||||
FAO|FAO|10||||||||
FAO DINARA|FAO|10||||||||
FAO-INIA|FAO|10|Direccion Nacional de Recursos Acuaticos-MGAP|3||||||
Fapesp|Fundación de Apoyo a la Investigación del Estado de São Paulo|2||||||||
Farolur - Agua para el Campo|FAROLUR|5|Agua para el campo|5||||||
FCE, CONICYT|Agencia Nacional de Investigación e Innovación|3|Consejo Nacional de Innovación, Ciencia y Tecnología|3||||||
FCEA|Facultad de Ciencias Económicas y de Administración-UDELAR|1||||||||
FCien|Faultad de Ciencias-UDELAR|1||||||||
FCIEN-DINAMIGE|Faultad de Ciencias-UDELAR|1|Dirección Nacional de Minería y Geología (MIEM)|3||||||
FCiencias|Faultad de Ciencias-UDELAR|1||||||||
Federación Uruguaya de la Salud|Federación Uruguaya de la Salud|7||||||||
FENAPES|Federación Nacional de Profesores de Educación Secundaria|9||||||||
Festival de InvernIo de Diamantina|Festival de InvernIo de Diamantina|9||||||||
Festival Faithful-Berliner Künstlerprogramm des DAAD|Festival Faithful-Berliner Künstlerprogramm des DAAD|9||||||||
Festival Voies Off|Festival Voies Off|9||||||||
FHCE|Facultad de Humanidades y Ciencias de la Educación-UDELAR|1||||||||
FHCE, TUILSU|Facultad de Humanidades y Ciencias de la Educación-UDELAR|1||||||||
FHCE, UdelaR|Facultad de Humanidades y Ciencias de la Educación-UDELAR|1||||||||
FIA - CHILE.  FUNDACION PARA LA INNOVACIÓN AGRARIA|Fundación para la Innovación Agraria|10||||||||
FIA-Fondo para la Innovacion Agraria (Chile)|Fundación para la Innovación Agraria|10||||||||
FIC - UdelaR|Facultad de Información y Comunicación-UDELAR|1||||||||
FIC UDELAR|Facultad de Información y Comunicación-UDELAR|1||||||||
Fierro Vignoli S.A.|Fierro Vignoli SA|5||||||||
Financiación Cooperativa CALAY y Comisión Honoraria de Desarrollo Apícola.|Financiación Cooperativa CALAY|5|Comisión Honoraria de Desarrollo Apícola|3||||||
Financiacion privada||||||||||
Financiación propia||||||||||
Flor de Ceibo UdelaR|Flor de Ceibo-UDELAR|1||||||||
FOCEM - MIEM (PIEP)|FOCEM|10|Ministerio de Industria y Energía|3||||||
FOCEM-MIEM, Clausen|FOCEM|10|Ministerio de Industria y Energía|3||||||
Fogarty Program - NIH|Fogarty Program - NIH|10||||||||
FONA - ICAU-MVD Socio Audiovisual|Fondo para el Fomento y Desarrollo de la Producción Audiovisual Nacional|3|Montevideo Socio Audiovisual|3||||||
FONAM|Fondo para el Fomento y Desarrollo de la Producción Audiovisual Nacional|3||||||||
FONAM (Fondo Nacional de la Música)|Fondo para el Fomento y Desarrollo de la Producción Audiovisual Nacional|3||||||||
Fondo Clemente Estable 2007- ANII|Agencia Nacional de Investigación e Innovación|3||||||||
Fondo Clemente Estable, ANII|Agencia Nacional de Investigación e Innovación|3||||||||
Fondo Clemente Estable-CONICYT|Agencia Nacional de Investigación e Innovación|3|Consejo Nacional de Innovación, Ciencia y Tecnología|3||||||
Fondo Concursable para la Cultura - MEC|Ministerio de Educación y Cultura|3||||||||
Fondo Conjunto de Cooperación Uruguay - México|Fondo Conjunto de Cooperación Uruguay - México|10||||||||
Fondo de Canadá para la implementación de invernáculos y huertas orgánicas|Fondo de Canadá para la implementación de invernáculos y huertas orgánicas|10||||||||
Fondo de Incentivo Cultural|Fondo de Incentivo Cultural|5||||||||
Fondo de las Américas|Fondo de las Américas|9||||||||
Fondo de Población de Naciones Unidas|Fondo de Población de Naciones Unidas|10||||||||
Fondo de Población de Naciones Unidas (UNFPA)|Fondo de Población de Naciones Unidas|10||||||||
Fondo de Población de Naciones Unidas.|Fondo de Población de Naciones Unidas|10||||||||
Fondo Ma. Viñas, Agencia Nacional de Investigación e Innovación|Agencia Nacional de Investigación e Innovación|3||||||||
Fondo Nacional de la Música (FONAM)|Fondo para el Fomento y Desarrollo de la Producción Audiovisual Nacional|3||||||||
Fondo Nacional de Música (FONAM) - Escuela Universitaria de Música.|Fondo para el Fomento y Desarrollo de la Producción Audiovisual Nacional|3|Escuela Universitaria de Música-UDELAR|1||||||
Fondo para la Innovacion Agraria-FIA (Chile)|Fundación para la Innovación Agraria|10||||||||
Fondo Sectorial ANII - ANEP - INEEd|Agencia Nacional de Investigación e Innovación|3|Administración Nacional de Educación Pública|3|Instituto Nacional de Evaluación Educativa|3||||
Fondos catalanes de Cooperación al Desarrollo, Colegio Oficial de Arquitectos de Cataluña, Colegio Oficial de Arquitectos Vasco - Navarro|Fondos catalanes de Cooperación al Desarrollo|10|Colegio Oficial de Arquitectos de Cataluña|9|Colegio Oficial de Arquitectos Vasco - Navarro|9||||
Fondos Concursables||||||||||
Fondos Concursables de Cultura MEC / fotografía|Ministerio de Educación y Cultura|3||||||||
Fondos Concursables de la Cultura MEC|Ministerio de Educación y Cultura|3||||||||
Fondos Concursables del MEC / Fundación Itaú|Ministerio de Educación y Cultura|3|Fundación Itaú|8||||||
Fondos concursables MEC|Ministerio de Educación y Cultura|3||||||||
Fondos Concursables MEC 2009|Ministerio de Educación y Cultura|3||||||||
Fondos Concursables MEC 2011|Ministerio de Educación y Cultura|3||||||||
Fondos Concursables para la Cultura (MEC)|Ministerio de Educación y Cultura|3||||||||
Fondos Concursables para la Cultura, Ministerio de Educación y Cultura (MEC)|Ministerio de Educación y Cultura|3||||||||
Fondos Concursables para la Cultura-MEC|Ministerio de Educación y Cultura|3||||||||
Fondos Concursbles 2010|Ministerio de Educación y Cultura|3||||||||
Fondos de convenio de SeCorr|Fondos de convenio de SeCorr|12||||||||
Fondos de Convenios y regulares de la FAcultad de Ingeniería|Facultad de Ingeniería-UDELAR|1||||||||
